"wages","education","age","sex","language","logwages"
7,14,20,"Female","English",1.94591014905531
9.5,13,27,"Male","Other",2.2512917986065
10.14,17.6,24,"Male","Other",2.31648799816304
8.5,12,34,"Female","English",2.14006616349627
7.5,6,51,"Female","Other",2.01490302054226
8.37,17,23,"Female","English",2.12465388450138
15.06,11,42,"Male","French",2.71204222237175
5.58,10,33,"Male","English",1.71918877639322
14.6,11,54,"Female","English",2.68102152871429
10,11,64,"Female","English",2.30258509299405
7.11,14.6,21,"Female","English",1.96150224381515
12.8,13,41,"Male","English",2.54944517092557
6.99,13,48,"Female","English",1.94448055624572
13.04,18,36,"Female","English",2.56802155649851
8.57,13,18,"Female","English",2.14826773260969
18.21,16,57,"Female","English",2.90197089373952
14.33,11,39,"Female","English",2.66235524184008
6.47,15.5,22,"Female","French",1.86717610851281
11.5,13,24,"Male","Other",2.4423470353692
17.35,11.5,32,"Female","English",2.85359250639287
14.85,8,55,"Female","English",2.69799986524871
22.56,17,32,"Male","English",3.11617842662986
6.84,14,19,"Female","English",1.92278773163446
9.43,14,58,"Male","English",2.24389609664537
14.44,17.2,38,"Female","English",2.67000213346468
15.33,13.6,25,"Male","English",2.72981169288372
12.64,10,34,"Female","Other",2.53686638871871
12.8,20,45,"Male","English",2.54944517092557
12.48,11,39,"Female","English",2.52412736294128
10.81,14,20,"Male","English",2.38047163165112
30.72,15,42,"Male","English",3.42491390827947
17.5,11,16,"Male","English",2.86220088092947
10,12,49,"Female","English",2.30258509299405
21.39,20,35,"Female","English",3.06292352309431
20.4,20,25,"Male","Other",3.01553490085017
15.5,14,26,"Male","English",2.7408400239252
19.68,16,42,"Male","Other",2.97960289162411
12.1,10,32,"Male","English",2.4932054526027
15,13.5,39,"Female","English",2.70805020110221
8,12,24,"Male","English",2.07944154167984
10.46,17,31,"Male","Other",2.34755845863678
26.18,20,48,"Female","English",3.26499576048175
11.76,17.6,32,"Female","English",2.46470394247048
18.99,13,62,"Male","Other",2.94391252482419
8,15,38,"Female","English",2.07944154167984
7,12,18,"Female","English",1.94591014905531
23.33,12,39,"Female","French",3.14974008603334
12,14,45,"Male","English",2.484906649788
24.44,13,37,"Male","English",3.19622113430339
28.8,14,53,"Male","English",3.3603753871419
7,3,17,"Female","English",1.94591014905531
8,6,25,"Male","Other",2.07944154167984
23.87,12.5,51,"Male","English",3.17262244035074
12.8,12.1,48,"Female","English",2.54944517092557
20.16,20,25,"Male","Other",3.00370044320317
13.31,12,39,"Female","English",2.58851563240702
8.55,8,54,"Male","English",2.14593128294867
26.4,12,48,"Male","English",3.27336401015227
18.24,8,58,"Male","Other",2.90361698464619
6.25,11,17,"Female","English",1.83258146374831
31,16,43,"Female","English",3.43398720448515
9,16.5,25,"Male","English",2.19722457733622
17.4,13.6,49,"Female","Other",2.85647020622048
9.6,10,25,"Male","Other",2.26176309847379
6.76,11,55,"Female","Other",1.91102289005487
32.64,15,38,"Female","English",3.48553853009591
24.32,20,35,"Male","English",3.19129905709797
38.4,10.5,39,"Male","English",3.64805745959368
40.32,18,49,"Male","English",3.69684762376311
7.5,14.6,23,"Male","English",2.01490302054226
4.95,14,31,"Male","English",1.5993875765806
19.76,14,32,"Female","English",2.98365969231972
8,10,28,"Female","English",2.07944154167984
6.85,10,42,"Female","English",1.92424865227413
18.25,20,34,"Female","English",2.9041650800285
38.4,17,36,"Male","English",3.64805745959368
32.64,17,30,"Male","English",3.48553853009591
19.2,16,45,"Female","Other",2.95491027903374
15.73,18,39,"Male","French",2.75556971707019
9.01,13,46,"Male","English",2.19833507162025
17,10,41,"Male","English",2.83321334405622
24.48,18,53,"Male","English",3.19785645764413
8,13.5,37,"Female","Other",2.07944154167984
28.8,14.5,51,"Male","Other",3.3603753871419
23.91,12,26,"Male","English",3.17429678147023
21.6,10,42,"Male","English",3.07269331469012
17.16,15,41,"Male","English",2.84258109405982
11.25,16.3,30,"Male","English",2.42036812865043
6.75,15,45,"Female","English",1.90954250488444
13.67,12,30,"Male","English",2.61520365073586
19.08,16,33,"Male","Other",2.94864066602014
16.9,12.1,43,"Male","English",2.82731362192903
20.21,15,33,"Male","Other",3.00617753141553
9.95,12,55,"Female","English",2.2975725511705
7,17.6,25,"Female","English",1.94591014905531
27.56,14,40,"Female","English",3.31636544614546
15.84,14,32,"Female","Other",2.76253838638628
20.68,12.5,38,"Female","English",3.02916704964023
19.7,12,23,"Female","Other",2.98061863574394
10.09,12.1,35,"Female","English",2.31154483436552
17.52,12.5,40,"Male","English",2.86334308550825
17.22,15,28,"Male","English",2.84607149899958
13.5,10.2,30,"Male","Other",2.60268968544438
14.15,11.5,53,"Female","English",2.64971462408925
18,15,41,"Female","English",2.89037175789616
25.95,11,55,"Male","English",3.2561716096119
13,12,26,"Male","English",2.56494935746154
24,17,38,"Female","English",3.17805383034795
6,11,16,"Female","English",1.79175946922805
32.4,16,31,"Male","English",3.47815842279828
7,11.5,66,"Female","English",1.94591014905531
17,11,33,"Male","English",2.83321334405622
18.46,12,50,"Male","English",2.91560622907471
10.63,12,31,"Female","English",2.36368019235386
18.24,8,51,"Male","French",2.90361698464619
7.79,13.1,18,"Female","English",2.05284085988266
35.96,20,48,"Male","English",3.58240720960342
16.67,8,51,"Male","Other",2.8136106967627
16.26,14.4,32,"Female","English",2.78870810411966
10,14,29,"Female","English",2.30258509299405
11.06,10,29,"Male","English",2.40333499609419
15,6,53,"Male","Other",2.70805020110221
7.88,14,23,"Female","English",2.06432790386979
49.44,20,55,"Male","English",3.90075981314944
7,16.3,31,"Female","English",1.94591014905531
17.28,12,61,"Male","English",2.84954976337591
27.44,16,33,"Male","English",3.31200180285768
10.28,13.5,29,"Female","English",2.33020026002702
11,11,38,"Male","English",2.39789527279837
9.12,12,57,"Female","English",2.21046980408624
14.93,15.6,22,"Male","English",2.7033726115511
4.72,11,18,"Male","English",1.55180879959746
12.5,10,35,"Male","English",2.52572864430826
10.26,10,57,"Female","French",2.32825283974262
17.6,13.2,41,"Female","English",2.86789890204411
16,10.8,26,"Male","English",2.77258872223978
35.84,20,49,"Female","Other",3.57906458810673
8.51,10,59,"Female","English",2.14124194258528
19.2,11.5,57,"Male","Other",2.95491027903374
16,14,49,"Male","English",2.77258872223978
15.75,15,31,"Male","English",2.75684036527164
37.6,16,43,"Female","French",3.62700405039585
22,12.5,46,"Male","English",3.09104245335832
10.24,12,51,"Female","English",2.32630161961136
8.32,13,42,"Male","English",2.11866225483312
26.58,13,35,"Male","English",3.2801590532851
12.84,9.5,20,"Female","English",2.55256529826182
10.61,12,39,"Female","English",2.36179695262589
18,11,47,"Male","English",2.89037175789616
18.56,18,53,"Female","English",2.92100872735805
12.8,11,64,"Female","English",2.54944517092557
13.44,12,24,"Male","English",2.598235335095
6.95,12.5,32,"Male","English",1.9387416595767
7.18,13.2,24,"Male","English",1.97129938306013
30.24,19,40,"Female","English",3.40916555131133
18,20,42,"Male","Other",2.89037175789616
3.24,14,23,"Male","English",1.17557332980424
13.71,11.5,33,"Female","English",2.61812549357422
7.84,12.4,19,"Female","English",2.05923883436232
21.6,11,33,"Male","English",3.07269331469012
8.78,12.5,35,"Male","English",2.17247640764703
18.24,12,31,"Male","English",2.90361698464619
31.99,16,34,"Male","French",3.46542335396143
9,9,60,"Male","English",2.19722457733622
23.81,17,45,"Male","English",3.17010566049877
12.19,12.7,24,"Female","English",2.50061594349318
26.4,12.5,37,"Male","English",3.27336401015227
10.97,12.5,46,"Female","English",2.39516427428714
17.5,12,33,"Male","English",2.86220088092947
31.04,14,47,"Male","English",3.43527669531502
6.7,14,19,"Male","Other",1.90210752639692
10.78,12.5,40,"Female","English",2.37769256548085
7.68,12,34,"Female","English",2.03861954715958
15.22,13.5,32,"Male","English",2.72261035243354
44.95,17,46,"Male","English",3.80555076091763
8.74,14.1,18,"Female","English",2.16791018966744
6.51,12,18,"Female","English",1.87333945622048
13.5,10.5,38,"Male","English",2.60268968544438
20,14,37,"Male","English",2.99573227355399
8.6,18.5,26,"Female","English",2.15176220325946
31.49,16,45,"Male","English",3.44967003511293
20,14,36,"Male","Other",2.99573227355399
18.64,10.5,43,"Male","English",2.92530980925744
15,12,51,"Male","English",2.70805020110221
21.6,7.5,63,"Male","English",3.07269331469012
23.04,14.8,39,"Female","English",3.13723183582769
26.88,19,47,"Male","English",3.29138251565495
8.64,12.5,35,"Female","English",2.15640258281596
32.31,8,49,"Female","English",3.47537677983641
18,14,35,"Female","English",2.89037175789616
24.04,11.5,50,"Male","English",3.17971910966701
6.9,16.5,28,"Female","English",1.93152141160321
19.2,13,36,"Male","English",2.95491027903374
6.35,15.5,22,"Male","English",1.8484548129046
20.67,19,29,"Female","English",3.02868337369368
23.62,18,58,"Female","English",3.16209381076922
14.4,17,25,"Male","English",2.66722820658195
6.35,12,20,"Male","English",1.8484548129046
36.27,13.5,28,"Female","English",3.59099095329481
7,13.5,26,"Female","English",1.94591014905531
18.1,13,40,"Male","Other",2.89591193827178
17.5,10.5,45,"Male","English",2.86220088092947
11.94,8,47,"Male","English",2.47989410796446
7,12,20,"Female","English",1.94591014905531
3.23,12,30,"Female","English",1.17248213723457
19.98,17.4,26,"Male","Other",2.99473177322041
16,15.4,38,"Female","English",2.77258872223978
23.93,16,45,"Male","English",3.17513290192028
8.89,16,21,"Male","English",2.18492704952581
12.35,13,25,"Female","English",2.51365606307399
17.48,10.5,48,"Male","English",2.86105737022739
16.83,16,46,"Male","English",2.82316300820271
13.55,17,24,"Female","English",2.60638654732571
6.21,13,33,"Male","English",1.82616089594539
11.1,12,42,"Female","English",2.40694510831829
9.9,14.5,46,"Female","English",2.29253475714054
12.96,12,40,"Female","English",2.56186769092413
7.3,13,20,"Female","English",1.98787434815435
13.31,13.5,31,"Male","English",2.58851563240702
12.62,12,45,"Female","English",2.53528285711307
35.84,20,47,"Female","Other",3.57906458810673
17,12,27,"Male","English",2.83321334405622
20,16,51,"Male","English",2.99573227355399
7.64,11,17,"Male","English",2.03339760317843
12.17,15,54,"Female","English",2.49897390699944
17.63,14,29,"Female","English",2.86960199640978
26.11,16.8,42,"Female","English",3.26231838271104
14.5,16,31,"Female","English",2.67414864942653
7.55,11.6,20,"Male","English",2.02154756326093
8,16.5,24,"Male","English",2.07944154167984
5.8,16.3,21,"Male","English",1.75785791755237
10.79,12.1,28,"Female","English",2.37861977927004
13.1,9.5,55,"Female","English",2.57261223020711
20.4,11,38,"Male","English",3.01553490085017
20.87,18,28,"Male","Other",3.03831272108911
16,13,38,"Female","English",2.77258872223978
15.53,18.5,26,"Male","English",2.7427736371606
41.85,20,53,"Male","English",3.73409179693548
9.59,16,32,"Male","English",2.26072088889535
11.5,10,24,"Male","Other",2.4423470353692
13.5,10,50,"Male","English",2.60268968544438
6.7,12,18,"Male","Other",1.90210752639692
6.21,10,67,"Male","English",1.82616089594539
11.86,9,46,"Male","English",2.47317139356958
32.64,14,52,"Male","English",3.48553853009591
16.48,13.2,53,"Male","English",2.80214752448133
9.85,12,30,"Female","English",2.287471455184
36.57,20,62,"Male","English",3.59922823216129
8.57,12,33,"Male","English",2.14826773260969
10,14,53,"Female","English",2.30258509299405
34.25,17.1,44,"Male","English",3.53368656470823
25.6,20,59,"Female","English",3.24259235148552
22.56,17.6,44,"Female","English",3.11617842662986
19.04,13,36,"Female","English",2.94654202936322
21.53,12,45,"Male","English",3.06944731137627
7.4,20,33,"Female","English",2.00148000021012
19.2,12,39,"Female","English",2.95491027903374
13.45,14,29,"Male","English",2.59897910604785
9.92,14,36,"Female","English",2.29455292129678
7.61,11,41,"Female","Other",2.02946317187359
13.62,12,43,"Female","English",2.61153930072137
9.64,12,52,"Female","English",2.26592110862245
11.95,10,51,"Male","English",2.48073127837752
12.73,8,57,"Female","Other",2.54396141256932
10.95,12,26,"Male","English",2.39333945626251
20,9,42,"Male","English",2.99573227355399
19.2,9.5,38,"Male","English",2.95491027903374
23.04,10.5,50,"Female","English",3.13723183582769
16.8,11,32,"Male","English",2.82137888640921
18.92,14,45,"Male","English",2.94021956362373
20.92,14,30,"Male","English",3.04070563919672
20.58,19,31,"Female","English",3.0243197304059
12.57,15.5,30,"Female","English",2.53131302260216
7,16,24,"Male","English",1.94591014905531
15.87,12,53,"Female","Other",2.76443053453832
11.21,17,26,"Female","English",2.41680623708407
19.18,11.5,47,"Female","English",2.95386806945529
29.28,16.5,46,"Female","English",3.37690468909311
6.5,12,42,"Female","English",1.87180217690159
14.4,14.1,38,"Female","English",2.66722820658195
6.7,12,19,"Female","English",1.90210752639692
7.77,12,26,"Female","English",2.05027016437956
23.31,16,50,"Female","English",3.14888245304767
6.7,10,16,"Male","English",1.90210752639692
9.33,12,33,"Female","English",2.23323501485925
7.46,9,54,"Male","Other",2.00955541421567
16.46,16.5,54,"Female","Other",2.80093319524892
8.54,12,29,"Female","English",2.14476100780048
32,11,47,"Male","English",3.46573590279973
18,12,50,"Male","English",2.89037175789616
15,12,43,"Male","English",2.70805020110221
14.77,14,39,"Male","English",2.69259809654329
7.04,11,17,"Female","English",1.95160817016995
14,8,52,"Male","English",2.63905732961526
25.77,12.5,34,"Female","English",3.24921102466427
21.88,12,31,"Male","English",3.08557297755378
11.6,12.5,32,"Female","English",2.45100509811232
20.09,12.8,36,"Male","English",3.00022217882684
25.2,19,32,"Female","Other",3.22684399451738
20.83,15,32,"Female","English",3.03639425527288
22.5,20,42,"Male","English",3.11351530921037
20.64,18,34,"Female","Other",3.02723094061336
7.25,17,38,"Female","English",1.98100146886658
20,12,43,"Male","Other",2.99573227355399
23.44,14.7,28,"Male","English",3.15444396470881
17.92,17,54,"Female","English",2.88591740754678
12.61,12,34,"Female","English",2.53449014997683
18.75,12.5,56,"Male","English",2.93119375241642
10.45,2,49,"Female","Other",2.34660197841082
6.69,13.2,52,"Female","English",1.90061387414014
38.44,14,20,"Male","English",3.64909858410209
15.91,15,57,"Female","Other",2.7669478423497
4.8,13,18,"Male","English",1.56861591791385
7.2,13.7,20,"Male","English",1.97408102602201
9.44,11,17,"Male","English",2.24495598015741
36.7,16,32,"Female","English",3.60277675506052
14.85,13,28,"Female","English",2.69799986524871
13.01,11.5,29,"Male","English",2.56571829252441
28.32,20,47,"Male","English",3.34356826882552
22.59,15,29,"Female","French",3.11750733047991
13.4,12,46,"Female","Other",2.59525470695687
14.85,12,39,"Male","French",2.69799986524871
7.75,17,23,"Female","English",2.04769284336526
32.16,13,48,"Male","English",3.47072344431077
8,13,30,"Female","English",2.07944154167984
10,9,25,"Male","Other",2.30258509299405
11.9,15,34,"Male","English",2.47653840011748
33.6,13,41,"Male","English",3.51452606696916
9,16,21,"Male","English",2.19722457733622
4.84,10,34,"Female","English",1.57691472072854
24,13,32,"Male","French",3.17805383034795
16.66,15,47,"Female","English",2.8130106367387
40.35,11,36,"Female","English",3.69759139471596
29.14,15,30,"Female","Other",3.37211180076706
7.99,12,19,"Female","English",2.07819075977818
7,12,23,"Male","French",1.94591014905531
17.9,9,42,"Male","English",2.88480071284671
13.81,8,50,"Female","English",2.6253929674212
8.01,9.5,20,"Female","English",2.08069076108027
8,13,48,"Female","English",2.07944154167984
20.57,12.5,42,"Female","English",3.02383370366487
7,12,52,"Female","English",1.94591014905531
14.97,15,26,"Female","English",2.70604819843154
6.3,17,25,"Female","English",1.84054963339749
7,12.5,21,"Female","English",1.94591014905531
10,20,45,"Male","Other",2.30258509299405
18,12,48,"Male","English",2.89037175789616
18.91,14,53,"Male","English",2.93969088267037
9.5,12.5,22,"Male","French",2.2512917986065
7,15.5,22,"Male","English",1.94591014905531
10.08,12,43,"Female","English",2.31055326264322
10,14.3,31,"Female","Other",2.30258509299405
7.3,14,25,"Female","English",1.98787434815435
17.44,12,30,"Male","English",2.85876641848083
10.36,16,25,"Female","English",2.33795223683134
18.53,14,30,"Male","English",2.91939104029727
7.45,10,42,"Male","English",2.00821403239147
13.71,12,39,"Female","English",2.61812549357422
14.51,14,26,"Female","English",2.6748380668961
20.16,16,51,"Male","French",3.00370044320317
6.67,13.6,20,"Female","English",1.89761985992753
12.1,15.8,37,"Female","English",2.4932054526027
6.97,13,38,"Female","English",1.94161522477243
18.92,14,31,"Male","English",2.94021956362373
26.36,17.3,50,"Male","English",3.27184770963431
5.8,15.5,21,"Female","English",1.75785791755237
9.6,14,30,"Female","English",2.26176309847379
15.7,15.1,25,"Male","English",2.75366071235426
19.6,11.1,53,"Male","English",2.97552956623647
20.26,13.5,34,"Female","English",3.00864849882054
36.67,12,38,"Female","English",3.60195898208323
22.18,19.1,35,"Female","English",3.09919098192222
9.5,17,25,"Female","English",2.2512917986065
15.36,20,46,"Male","English",2.73176672771953
6.97,15.3,27,"Female","English",1.94161522477243
10.16,12.5,36,"Female","French",2.31845844215034
10.16,12,33,"Female","Other",2.31845844215034
7.5,12,34,"Female","English",2.01490302054226
28,18,69,"Male","French",3.3322045101752
24.48,12,46,"Male","English",3.19785645764413
9.63,10,46,"Female","Other",2.26488322581003
6.72,14,47,"Female","Other",1.90508815453506
18.68,14,36,"Male","French",2.9274534328007
13.5,13,26,"Female","French",2.60268968544438
9.37,15.5,22,"Female","French",2.23751309625033
7.37,18,28,"Male","French",1.99741770620125
11.58,14,28,"Male","English",2.44927947214485
7.5,10,24,"Female","English",2.01490302054226
10,15,36,"Male","English",2.30258509299405
19.93,11,61,"Male","Other",2.9922261342247
6,12,66,"Female","English",1.79175946922805
12.12,11.6,30,"Male","English",2.49485698064117
11.52,12,54,"Female","English",2.44408465526775
6.25,12,18,"Male","English",1.83258146374831
16.32,13,42,"Male","English",2.79239134953596
20,15.5,56,"Male","English",2.99573227355399
4.26,12,18,"Male","English",1.44926916028128
8.26,12.5,22,"Male","English",2.11142458753289
7.62,12,21,"Male","English",2.03077636969855
9,12.5,35,"Male","English",2.19722457733622
14.63,13,29,"Female","English",2.68307421503203
34.56,17,30,"Male","English",3.54269694393586
10.63,14,24,"Male","English",2.36368019235386
9.69,8,49,"Female","Other",2.27109442590267
8,14.5,25,"Male","English",2.07944154167984
7,12,19,"Male","English",1.94591014905531
21.45,15,48,"Male","English",3.06572464537403
20,13.5,49,"Male","English",2.99573227355399
12.14,12,41,"Female","English",2.49650578563135
33.28,18,48,"Male","French",3.50495661595301
16,12,32,"Male","English",2.77258872223978
12,9,46,"Male","English",2.484906649788
14.83,15,46,"Male","English",2.69665215614984
20.01,13,51,"Male","English",2.99623214859564
20,20,29,"Female","French",2.99573227355399
13.31,13,34,"Female","English",2.58851563240702
13,10,58,"Male","English",2.56494935746154
13.09,16,49,"Female","English",2.57184857992181
12.36,14,26,"Female","English",2.51446545202954
9.38,14.9,46,"Female","English",2.23857976301813
18.61,12.5,49,"Female","English",2.92369907065416
22.5,6.5,44,"Male","Other",3.11351530921037
23.42,13,20,"Female","English",3.15359035816957
19.2,16,39,"Male","English",2.95491027903374
16.2,9,27,"Male","English",2.78501124223834
7.5,10,45,"Female","English",2.01490302054226
21.42,12.5,39,"Male","French",3.0643250650196
7.2,13.6,23,"Male","English",1.97408102602201
20.8,12,43,"Male","English",3.03495298670727
23.04,15,43,"Male","English",3.13723183582769
17.5,12,31,"Male","English",2.86220088092947
18.64,14,45,"Male","English",2.92530980925744
19.58,16.2,24,"Male","English",2.97450863710236
14.87,15,43,"Female","French",2.69934576047206
17.07,12,51,"Male","French",2.83732253680635
10.23,12,43,"Male","French",2.32532457996354
30.72,12,30,"Male","English",3.42491390827947
6.86,12,18,"Male","English",1.92570744173779
16.14,12,26,"Male","English",2.7813006628418
23.07,17,44,"Female","English",3.13853307218566
14,15,43,"Female","English",2.63905732961526
28.06,13.5,38,"Male","English",3.33434507467431
14.15,12,25,"Male","English",2.64971462408925
42.5,11,35,"Female","English",3.74950407593037
6.31,14,19,"Male","English",1.84213567655312
16.8,14.5,37,"Male","English",2.82137888640921
6.82,16,29,"Female","English",1.91985947185537
25.44,14.5,56,"Male","Other",3.23632273847192
26.11,17,39,"Female","English",3.26231838271104
5.27,17,22,"Female","Other",1.66203036255327
23.16,14,32,"Female","English",3.14242665270479
14,10.5,26,"Female","English",2.63905732961526
18,16.1,46,"Male","Other",2.89037175789616
18,18.2,28,"Female","English",2.89037175789616
9.04,14,51,"Female","Other",2.20165917440409
5.77,14.3,19,"Female","English",1.75267208052001
23,17,64,"Female","French",3.13549421592915
26.4,19,30,"Female","English",3.27336401015227
9.5,12,33,"Male","Other",2.2512917986065
30.69,14,56,"Female","English",3.42393686863164
22.33,11.3,30,"Male","English",3.10593106585207
18.46,12,31,"Male","English",2.91560622907471
25.8,10,37,"Male","English",3.25037449192757
19.62,12.5,36,"Female","English",2.97654945413722
6.75,12,23,"Male","English",1.90954250488444
8.49,12,22,"Female","English",2.13888900032326
10.36,12,43,"Female","English",2.33795223683134
9.3,13.5,44,"Female","English",2.23001440015921
15,13,33,"Male","English",2.70805020110221
15.36,10.6,60,"Male","English",2.73176672771953
11,11,39,"Female","English",2.39789527279837
13.51,15.1,40,"Male","English",2.60343015197211
7.02,14.1,20,"Male","English",1.94876321803772
12.5,15.5,24,"Female","English",2.52572864430826
10.72,10,42,"Female","Other",2.37211115564266
6.25,10,16,"Female","French",1.83258146374831
9,12.5,35,"Male","English",2.19722457733622
30.82,16,54,"Female","English",3.42816382989197
18.96,17,29,"Female","English",2.94233149682688
14.4,12.8,39,"Female","English",2.66722820658195
26.99,10,36,"Male","English",3.29546642702991
15,4,53,"Male","French",2.70805020110221
22.08,20,45,"Male","English",3.09467222140889
9,12,19,"Male","English",2.19722457733622
12.8,17,55,"Female","Other",2.54944517092557
13.44,14,36,"Female","English",2.598235335095
10.45,14.8,59,"Female","French",2.34660197841082
10.75,12,32,"Male","English",2.37490575457367
14.13,13,32,"Male","English",2.64830019669644
14.75,12,32,"Female","English",2.69124308278583
6.7,8,38,"Female","English",1.90210752639692
14.85,15.5,36,"Female","English",2.69799986524871
24.9,16.9,33,"Male","English",3.21486780347066
12.85,12,33,"Male","English",2.55334381134123
15,13,25,"Female","English",2.70805020110221
8,14,28,"Female","English",2.07944154167984
19,9,54,"Female","English",2.94443897916644
16,12.5,35,"Male","English",2.77258872223978
7,13,20,"Male","English",1.94591014905531
24,18,30,"Male","English",3.17805383034795
12.47,13.5,48,"Female","Other",2.52332575969195
6.94,17,23,"Female","English",1.93730177451871
8.5,13.5,57,"Female","English",2.14006616349627
22.53,16,42,"Male","English",3.11484775444415
25.6,13,32,"Male","English",3.24259235148552
9.54,14.1,60,"Female","English",2.2554934854602
4.53,14.3,26,"Female","English",1.51072193949494
14.4,16.3,33,"Male","English",2.66722820658195
31.2,14,57,"Female","English",3.44041809481544
15.05,15.6,33,"Female","English",2.71137799119488
15.36,18,25,"Male","French",2.73176672771953
16,13,43,"Female","English",2.77258872223978
3.9,14.5,21,"Male","Other",1.3609765531356
8.17,12,42,"Female","English",2.10046890887191
25.7,16,35,"Female","English",3.24649099190117
9.33,11,17,"Male","English",2.23323501485925
17.3,12,24,"Male","English",2.85070650150373
3.84,14,28,"Female","English",1.34547236659964
13.79,14,25,"Male","English",2.62394369180521
10.32,8.8,46,"Female","Other",2.33408376005342
6.9,10,16,"Female","English",1.93152141160321
13.4,17,22,"Female","French",2.59525470695687
12,12.5,23,"Male","English",2.484906649788
21.5,14,53,"Female","English",3.06805293513362
5.64,12.5,21,"Male","English",1.72988406550997
7,14,54,"Female","English",1.94591014905531
9.5,12,45,"Female","English",2.2512917986065
24,12,40,"Male","French",3.17805383034795
6.87,13,20,"Female","English",1.92716410623426
28.76,13,59,"Male","Other",3.35898553285285
7.5,12,21,"Female","English",2.01490302054226
9.9,12,20,"Female","English",2.29253475714054
6.68,10,44,"Female","English",1.89911798754855
15.36,12.5,58,"Female","English",2.73176672771953
25,13.5,47,"Male","English",3.2188758248682
23.1,18,34,"Male","English",3.13983261752775
19.2,20,42,"Female","English",2.95491027903374
14,12,36,"Male","English",2.63905732961526
18.64,12.5,50,"Female","English",2.92530980925744
25,12,40,"Male","English",3.2188758248682
16.25,9,35,"Male","French",2.78809290877575
18.12,15,35,"Female","English",2.89701630061483
25.34,16,31,"Male","English",3.23238417489299
14.85,12,39,"Female","English",2.69799986524871
14.63,18,63,"Male","English",2.68307421503203
9,14,21,"Male","English",2.19722457733622
6.5,15.5,20,"Female","English",1.87180217690159
6.75,13.7,18,"Female","Other",1.90954250488444
11.17,14,32,"Female","English",2.41323161308111
6.5,10,17,"Female","English",1.87180217690159
42.88,20,41,"Female","English",3.75840551676255
16.3,12,39,"Male","English",2.79116510781272
18.2,12,35,"Male","English",2.90142159408275
15.33,20,26,"Male","English",2.72981169288372
21.88,12.5,38,"Female","English",3.08557297755378
21.5,11,42,"Female","English",3.06805293513362
17.01,12,44,"Female","English",2.83380140640777
14.51,14,35,"Female","English",2.6748380668961
22.4,12.3,35,"Male","English",3.10906095886099
11.86,16,23,"Female","English",2.47317139356958
7.5,12,25,"Female","English",2.01490302054226
20,16,35,"Female","Other",2.99573227355399
10.08,11,28,"Female","French",2.31055326264322
10,13,48,"Female","Other",2.30258509299405
18.02,14,45,"Male","English",2.89148225218019
16.58,12,34,"Female","English",2.80819714970715
7.18,11,17,"Male","English",1.97129938306013
14.95,10.5,54,"Male","Other",2.7047112998367
19.18,18,30,"Male","English",2.95386806945529
8,12.1,20,"Male","English",2.07944154167984
17.72,12,32,"Female","English",2.87469394517693
11.44,12,20,"Male","English",2.43711598595165
7,13,50,"Female","English",1.94591014905531
21.94,20,56,"Female","Other",3.08831145484708
8.14,8,28,"Male","Other",2.09679018001445
12,13.5,39,"Female","English",2.484906649788
23.5,16,25,"Male","English",3.15700042115011
11.85,11.3,23,"Male","English",2.47232786758114
24.4,18,45,"Male","English",3.19458313229916
14.61,12,44,"Female","English",2.68170622576261
8.65,12.1,27,"Female","English",2.15755932094379
13.82,11,40,"Female","English",2.62611681833952
10.96,10.5,41,"Female","Other",2.39425228151987
9.5,9,24,"Female","English",2.2512917986065
16.53,12.5,45,"Female","French",2.80517691183293
11.11,12,37,"Male","English",2.40784560365154
24.93,16,49,"Female","Other",3.21607189753547
26.4,15,38,"Male","English",3.27336401015227
32.91,14,35,"Male","English",3.49377656295525
7.35,10,52,"Female","English",1.99470031322475
11.5,11,29,"Female","English",2.4423470353692
15,18,22,"Female","English",2.70805020110221
22.65,8,52,"Male","French",3.12015985192904
28.8,14,57,"Male","English",3.3603753871419
6.89,16.1,40,"Female","English",1.93007108502557
15.83,17,25,"Male","English",2.76190687389292
24.54,8.2,58,"Male","Other",3.20030443928277
22.02,13.5,34,"Female","English",3.09195113129453
22.02,12,61,"Male","English",3.09195113129453
9,14,48,"Male","English",2.19722457733622
9.85,12,35,"Male","English",2.287471455184
9.06,12,18,"Female","English",2.20386912005489
13.33,12,28,"Male","English",2.59001713419062
23.04,13,30,"Male","English",3.13723183582769
9.49,13,20,"Male","English",2.25023861262184
24,17,60,"Female","English",3.17805383034795
35.66,17,52,"Male","English",3.57402961243499
12,16.5,23,"Female","French",2.484906649788
16.8,8,56,"Male","Other",2.82137888640921
7.1,11,17,"Female","English",1.96009478404727
6.05,15.5,22,"Female","English",1.80005827204275
12,10,32,"Female","English",2.484906649788
38.4,15,42,"Female","English",3.64805745959368
24.59,14.1,41,"Female","French",3.2023398562281
24.44,13.3,37,"Female","English",3.19622113430339
10.84,16.6,22,"Male","English",2.3832429960115
12.5,11.5,23,"Male","English",2.52572864430826
16.46,12,58,"Female","English",2.80093319524892
18.24,14,44,"Male","English",2.90361698464619
12.53,12,43,"Female","English",2.52812576890798
7.67,8,60,"Female","English",2.03731661537916
13.2,12,61,"Female","Other",2.58021682959233
10.24,10,63,"Female","English",2.32630161961136
21,13,49,"Male","English",3.04452243772342
8.7,10.6,29,"Female","English",2.16332302566054
17.23,12.5,52,"Female","French",2.84665205053984
